x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.0,0.0,-0.04379779100418091,-0.029442191123962402,-0.06678241491317749,-0.08583033084869385,-0.06838089227676392,-0.12063407897949219,-0.06653213500976562,-0.15209221839904774,-0.02971738576889038,-0.21893566846847534,-0.03548407554626465,-0.3236219882965088,-0.03700053691864014,-0.39100122451782227,-0.03424328565597534,-0.4510813355445862,0.01288527250289917,-0.22498631477355957,0.0259590744972229,-0.3367912173271179,0.03673136234283447,-0.4087534546852112,0.04906296730041504,-0.47411274909973145,0.049606382846832275,-0.202215075492859,0.07343649864196777,-0.2975476384162903,0.0807337760925293,-0.3640771508216858,0.08763933181762695,-0.42871958017349243,0.08197492361068726,-0.16007298231124878,0.12183618545532227,-0.2159665822982788,0.14365702867507923,-0.26201462745666504,0.16194796562194824,-0.3149433135986328,Open-hand
0.0,0.0,-0.05024629831314087,-0.036928653717041016,-0.08917081356048584,-0.1023603081703186,-0.11479580402374268,-0.16135305166244518,-0.14741581678390503,-0.19626247882843018,-0.026942551136016846,-0.24009442329406738,-0.034148335456848145,-0.34698760509490967,-0.03783625364303589,-0.41213923692703247,-0.03867882490158081,-0.47251468896865845,0.014229178428649902,-0.25179392099380493,0.02522587776184082,-0.36845123767852783,0.03337705135345459,-0.44158273935317993,0.042155325412750244,-0.5025458335876465,0.048813700675964355,-0.23463749885559082,0.06999862194061279,-0.33934831619262695,0.08154553174972534,-0.4063607454299927,0.09020435810089111,-0.4662947654724121,0.07830005884170532,-0.19301754236221313,0.11387383937835693,-0.25509315729141235,0.1364842653274536,-0.2995716333389282,0.15517079830169678,-0.34268277883529663,Open-hand
0.0,0.0,-0.053873658180236816,-0.04143458604812644,-0.09665191173553467,-0.10475617647171043,-0.1245538592338562,-0.16008740663528465,-0.15239351987838745,-0.18874937295913718,-0.0354313850402832,-0.24722594022750877,-0.04741203784942627,-0.34583866596221946,-0.0515592098236084,-0.4086064100265505,-0.05322188138961792,-0.4655864238739016,0.0037554502487182617,-0.25989824533462547,0.012286841869354248,-0.3733482956886294,0.016782939434051514,-0.4411502480506899,0.021791398525238037,-0.49667084217071555,0.03729748725891113,-0.24387091398239158,0.05582690238952637,-0.344677269458771,0.06439894437789917,-0.40680700540542625,0.06982392072677612,-0.4595683217048647,0.06679129600524902,-0.20392370223999046,0.0994918942451477,-0.26362985372543357,0.11782938241958618,-0.30568826198577903,0.13186079263687134,-0.3462788462638857,Open-hand
0.0,0.0,-0.053705811500549316,-0.040110230445861594,-0.09667253494262695,-0.10714972019195546,-0.12744814157485962,-0.15924537181854237,-0.1573837399482727,-0.18095600605010975,-0.04283207654953003,-0.2525137662887572,-0.056447505950927734,-0.34824275970458973,-0.062156736850738525,-0.4067956805229186,-0.06542140245437622,-0.4592949151992797,-0.007341206073760986,-0.26556742191314686,-0.001465439796447754,-0.37594997882843006,0.0016683340072631836,-0.43919628858566273,0.006026923656463623,-0.49164316058158863,0.02328503131866455,-0.25013136863708485,0.03710806369781494,-0.3482707142829894,0.0427669882774353,-0.4091288447380065,0.046957314014434814,-0.461883783340454,0.05175125598907471,-0.2116766571998595,0.08209872245788574,-0.2721765041351317,0.10052824020385742,-0.3150925040245055,0.11607551574707031,-0.35819244384765614,Open-hand
0.0,0.0,-0.05252540111541748,-0.03700840473175038,-0.09501349925994873,-0.0997975468635558,-0.12837594747543335,-0.14878088235855091,-0.1597718596458435,-0.16996097564697255,-0.04633176326751709,-0.24065244197845448,-0.06025993824005127,-0.3339301347732543,-0.06793785095214844,-0.39051443338394154,-0.07316756248474121,-0.4413858652114867,-0.012838542461395264,-0.25451380014419545,-0.007966756820678711,-0.36103391647338856,-0.007137715816497803,-0.422532558441162,-0.005183815956115723,-0.4734546244144439,0.01691913604736328,-0.2410164475440978,0.029554009437561035,-0.33447521924972523,0.03288602828979492,-0.3927255868911742,0.034571707248687744,-0.4446701109409331,0.045157551765441895,-0.20581883192062367,0.07502436637878418,-0.26721125841140736,0.09387457370758057,-0.3086176514625548,0.10959690809249878,-0.34977388381957997,Open-hand
0.0,0.0,-0.05133223533630371,-0.03092879056930531,-0.09472662210464478,-0.09087830781936634,-0.1283247470855713,-0.13682711124420155,-0.1595156192779541,-0.15621060132980336,-0.04767322540283203,-0.23034852743148793,-0.06062746047973633,-0.3185782432556151,-0.06785482168197632,-0.37183815240859974,-0.073062002658844,-0.41901057958602894,-0.015066027641296387,-0.24565917253494252,-0.012025773525238037,-0.34868353605270375,-0.011902689933776855,-0.4084966182708739,-0.010532200336456299,-0.45828038454055775,0.014277100563049316,-0.2334647774696349,0.025081098079681396,-0.3276308774948119,0.029158592224121094,-0.3854795694351195,0.03143310546875,-0.4366256296634673,0.041611313819885254,-0.19970524311065663,0.06957966089248657,-0.2566188573837279,0.08666366338729858,-0.2947287559509276,0.10073977708816528,-0.3327841758728026,Open-hand
0.0,0.0,-0.049857914447784424,-0.027510643005371094,-0.09338665008544922,-0.08535760641098022,-0.12803208827972412,-0.12903594970703125,-0.15903466939926147,-0.14573073387145996,-0.04750019311904907,-0.22455745935440063,-0.06159573793411255,-0.3116716146469116,-0.06902354955673218,-0.36434489488601685,-0.07453805208206177,-0.41140902042388916,-0.016224384307861328,-0.23956406116485596,-0.01365959644317627,-0.33889341354370117,-0.01355886459350586,-0.39634233713150024,-0.012114644050598145,-0.44461491703987127,0.012311100959777832,-0.2275746464729309,0.02292722463607788,-0.3175778388977051,0.02710700035095215,-0.3725551962852478,0.029268503189086914,-0.4212251007556916,0.038965582847595215,-0.19553041458129883,0.06559205055236816,-0.251520037651062,0.08215075731277466,-0.2890893816947937,0.09566253423690796,-0.32714128494262695,Open-hand
0.0,0.0,-0.0483589768409729,-0.024055302143096813,-0.08918291330337524,-0.07851326465606678,-0.12134784460067749,-0.12136721611022938,-0.15092283487319946,-0.1407746672630309,-0.04556196928024292,-0.2152205705642699,-0.05897080898284912,-0.29918110370635975,-0.06641465425491333,-0.3503011465072631,-0.07172328233718872,-0.39573973417282093,-0.015455901622772217,-0.23014211654663075,-0.01259225606918335,-0.32538211345672596,-0.012483358383178711,-0.38133901357650746,-0.011053025722503662,-0.42871195077896107,0.011958599090576172,-0.21880793571472157,0.021859824657440186,-0.30547261238098133,0.025773942470550537,-0.35867953300476063,0.027783095836639404,-0.40565305948257435,0.03761845827102661,-0.18810462951660145,0.06339192390441895,-0.24057042598724354,0.07939845323562622,-0.27500200271606434,0.09238648414611816,-0.30983775854110707,Open-hand
0.0,0.0,-0.04758542776107788,-0.024606287479400635,-0.08865946531295776,-0.0792418122291565,-0.12037444114685059,-0.1212356686592102,-0.1492493748664856,-0.13660943508148193,-0.04584920406341553,-0.2133689522743225,-0.058893680572509766,-0.2958211898803711,-0.0662987232208252,-0.34509819746017456,-0.07165724039077759,-0.3887121081352234,-0.015733957290649414,-0.22785013914108276,-0.012628734111785889,-0.32076799869537354,-0.012465059757232666,-0.374850332736969,-0.010962426662445068,-0.4204908609390259,0.011551439762115479,-0.21607941389083862,0.021534085273742676,-0.3002994656562805,0.025179028511047363,-0.35190796852111816,0.027018725872039795,-0.3977089822292328,0.03663235902786255,-0.18529391288757324,0.06119418144226074,-0.23611664772033691,0.07646006345748901,-0.26956260204315186,0.08880442380905151,-0.30335569381713867,Open-hand
0.0,0.0,-0.04623591899871826,-0.023571431636810303,-0.08590984344482422,-0.07509225606918335,-0.11552506685256958,-0.11717307567596436,-0.1426662802696228,-0.13520550727844238,-0.045692384243011475,-0.20879137516021729,-0.0583915114402771,-0.28895676136016846,-0.0650363564491272,-0.3366187810897827,-0.06954407691955566,-0.3790628910064697,-0.016024529933929443,-0.2244531512260437,-0.01357489824295044,-0.3165973424911499,-0.013212084770202637,-0.3692890405654907,-0.0114898681640625,-0.414824664592743,0.011158108711242676,-0.2141197919845581,0.021174848079681396,-0.29671913385391235,0.024902403354644775,-0.34731292724609375,0.02707064151763916,-0.39290803670883184,0.036428213119506836,-0.18380606174468994,0.060889601707458496,-0.23458051681518555,0.07526528835296631,-0.2680531144142151,0.08696681261062622,-0.3018062114715576,Open-hand
