x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.76197749376297,1.1327452659606934,0.7181797027587891,1.103303074836731,0.6951950788497925,1.0469149351119995,0.693596601486206,1.0121111869812012,0.6954453587532043,0.9806530475616455,0.7322601079940796,0.913809597492218,0.7264934182167053,0.8091232776641846,0.7249769568443298,0.7417440414428711,0.7277342081069946,0.6816639304161072,0.7748627662658691,0.9077589511871338,0.7879365682601929,0.7959540486335754,0.7987088561058044,0.7239918112754822,0.811040461063385,0.6586325168609619,0.8115838766098022,0.9305301904678345,0.8354139924049377,0.8351976275444031,0.8427112698554993,0.7686681151390076,0.8496168255805969,0.7040256857872009,0.8439524173736572,0.9726722836494446,0.8838136792182922,0.9167786836624146,0.9056345224380493,0.8707306385040283,0.9239254593849182,0.8178019523620605,Open-hand
0.744770884513855,1.0777190923690796,0.6945245862007141,1.0407904386520386,0.6556000709533691,0.975358784198761,0.6299750804901123,0.9163660407066345,0.59735506772995,0.8814566135406494,0.7178283333778381,0.8376246690750122,0.7106225490570068,0.7307314872741699,0.7069346308708191,0.6655798554420471,0.7060920596122742,0.6052044034004211,0.7590000629425049,0.8259251713752747,0.7699967622756958,0.7092678546905518,0.7781479358673096,0.6361363530158997,0.7869262099266052,0.5751732587814331,0.7935845851898193,0.8430815935134888,0.8147695064544678,0.7383707761764526,0.8263164162635803,0.6713583469390869,0.8349752426147461,0.6114243268966675,0.8230709433555603,0.8847015500068665,0.8586447238922119,0.8226259350776672,0.8812551498413086,0.7781474590301514,0.8999416828155518,0.735036313533783,Open-hand
0.7416458129882812,1.0157474279403687,0.6877721548080444,0.9743128418922424,0.6449939012527466,0.9109912514686584,0.617091953754425,0.8556600213050842,0.5892522931098938,0.8269980549812317,0.706214427947998,0.7685214877128601,0.694233775138855,0.6699087619781494,0.6900866031646729,0.6071410179138184,0.6884239315986633,0.5501610040664673,0.7454012632369995,0.7558491826057434,0.7539326548576355,0.6423991322517395,0.7584287524223328,0.574597179889679,0.7634372115135193,0.5190765857696533,0.7789433002471924,0.7718765139579773,0.7974727153778076,0.6710701584815979,0.8060447573661804,0.6089404225349426,0.8114697337150574,0.5561791062355042,0.8084371089935303,0.8118237257003784,0.841137707233429,0.7521175742149353,0.8594751954078674,0.7100591659545898,0.8735066056251526,0.6694685816764832,Open-hand
0.736060380935669,0.9764013290405273,0.6823545694351196,0.9362910985946655,0.639387845993042,0.8692516088485718,0.6086122393608093,0.8171559572219849,0.5786766409873962,0.7954453229904175,0.6932283043861389,0.72388756275177,0.6796128749847412,0.6281585693359375,0.6739036440849304,0.5696056485176086,0.6706389784812927,0.5171064138412476,0.728719174861908,0.7108339071273804,0.7345949411392212,0.6004513502120972,0.7377287149429321,0.5372050404548645,0.7420873045921326,0.4847581684589386,0.7593454122543335,0.7262699604034424,0.7731684446334839,0.6281306147575378,0.7788273692131042,0.5672724843025208,0.7830176949501038,0.5145175457000732,0.7878116369247437,0.7647246718406677,0.8181591033935547,0.7042248249053955,0.8365886211395264,0.6613088250160217,0.8521358966827393,0.6182088851928711,Open-hand
0.7263090014457703,0.9437437057495117,0.6737836003303528,0.9067353010177612,0.6312955021858215,0.8439461588859558,0.5979330539703369,0.7949628233909607,0.5665371417999268,0.7737827301025391,0.6799772381782532,0.7030912637710571,0.666049063205719,0.6098135709762573,0.6583711504936218,0.5532292723655701,0.653141438961029,0.5023578405380249,0.713470458984375,0.6892299056053162,0.7183422446250916,0.582709789276123,0.7191712856292725,0.5212111473083496,0.7211251854896545,0.47028908133506775,0.7432281374931335,0.7027272582054138,0.7558630108833313,0.6092684864997864,0.7591950297355652,0.5510181188583374,0.760880708694458,0.4990735948085785,0.7714665532112122,0.7379248738288879,0.8013333678245544,0.6765324473381042,0.8201835751533508,0.6351260542869568,0.835905909538269,0.5939698219299316,Open-hand
0.7162014245986938,0.9224415421485901,0.6648691892623901,0.8915127515792847,0.6214748024940491,0.8315632343292236,0.5878766775131226,0.7856144309043884,0.5566858053207397,0.7662309408187866,0.6685281991958618,0.692093014717102,0.6555739641189575,0.6038632988929749,0.6483466029167175,0.5506033897399902,0.6431394219398499,0.503430962562561,0.7011353969573975,0.6767823696136475,0.7041756510734558,0.5737580060958862,0.704298734664917,0.5139449238777161,0.7056692242622375,0.4641611576080322,0.7304785251617432,0.6889767646789551,0.7412825226783752,0.5948106646537781,0.7453600168228149,0.5369619727134705,0.7476345300674438,0.4858159124851227,0.7578127384185791,0.7227362990379333,0.7857810854911804,0.6658226847648621,0.8028650879859924,0.6277127861976624,0.8169412016868591,0.5896573662757874,Open-hand
0.7066491842269897,0.9120759963989258,0.6567912697792053,0.8845653533935547,0.6132625341415405,0.8267183899879456,0.5786170959472656,0.7830400466918945,0.5476145148277283,0.7663452625274658,0.6591489911079407,0.6875185370445251,0.6450534462928772,0.6004043817520142,0.6376256346702576,0.5477311015129089,0.632111132144928,0.5006669759750366,0.6904247999191284,0.6725119352340698,0.6929895877838135,0.5731825828552246,0.6930903196334839,0.5157336592674255,0.6945345401763916,0.46746107935905457,0.7189602851867676,0.6845013499259949,0.7295764088630676,0.5944981575012207,0.7337561845779419,0.539520800113678,0.7359176874160767,0.49085089564323425,0.745614767074585,0.716545581817627,0.7722412347793579,0.6605559587478638,0.7887999415397644,0.6229866147041321,0.8023117184638977,0.5849347114562988,Open-hand
0.699278712272644,0.9011102914810181,0.6509197354316711,0.8770549893379211,0.6100957989692688,0.8225970268249512,0.5779308676719666,0.7797430753707886,0.5483558773994446,0.7603356242179871,0.6537167429924011,0.685889720916748,0.6403079032897949,0.6019291877746582,0.6328640580177307,0.5508091449737549,0.6275554299354553,0.505370557308197,0.6838228106498718,0.6709681749343872,0.6866864562034607,0.575728178024292,0.6867953538894653,0.5197712779045105,0.6882256865501404,0.4723983407020569,0.7112373113632202,0.6823023557662964,0.7211385369300842,0.5956376791000366,0.7250526547431946,0.5424307584762573,0.7270618081092834,0.4954572319984436,0.7368971705436707,0.7130056619644165,0.762670636177063,0.6605398654937744,0.7786771655082703,0.6261082887649536,0.7916651964187622,0.5912725329399109,Open-hand
0.6935045123100281,0.8942973613739014,0.6459190845489502,0.8696910738945007,0.6048450469970703,0.8150555491447449,0.5731300711631775,0.7730616927146912,0.5442551374435425,0.7576879262924194,0.6476553082466125,0.6809284090995789,0.6346108317375183,0.5984761714935303,0.6272057890892029,0.5491991639137268,0.6218472719192505,0.505585253238678,0.6777705550193787,0.6664472222328186,0.6808757781982422,0.5735293626785278,0.6810394525527954,0.5194470286369324,0.682542085647583,0.4738065004348755,0.7050559520721436,0.6782179474830627,0.7150385975837708,0.5939978957176208,0.7186835408210754,0.5423893928527832,0.7205232381820679,0.4965883791446686,0.7301368713378906,0.7090034484863281,0.7546986937522888,0.6581807136535645,0.7699645757675171,0.6247347593307495,0.7823089361190796,0.5909416675567627,Open-hand
0.6853529810905457,0.8889737725257874,0.6391170620918274,0.865402340888977,0.5994431376457214,0.813881516456604,0.5698279142379761,0.771800696849823,0.5426867008209229,0.753768265247345,0.6396605968475342,0.6801823973655701,0.6269614696502686,0.6000170111656189,0.6203166246414185,0.5523549914360046,0.61580890417099,0.5099108815193176,0.6693284511566162,0.6645206212997437,0.6717780828475952,0.5723764300346375,0.672140896320343,0.5196847319602966,0.6738631129264832,0.47414910793304443,0.6965110898017883,0.6748539805412292,0.706527829170227,0.592254638671875,0.7102553844451904,0.5416608452796936,0.7124236226081848,0.49606573581695557,0.7217811942100525,0.7051677107810974,0.7462425827980042,0.6543932557106018,0.760618269443512,0.6209206581115723,0.7723197937011719,0.5871675610542297,Open-hand
